,0,1
AUROC,0.9620698644421273,0.9620698644421273
Threshold,1,1
sensitiveAttr,0,1
N_0,58,446
N_1,60,214
ACC,0.864406779661017,0.9803030303030303
TPR,0.9166666666666666,0.9719626168224299
TNR,0.8103448275862069,0.984304932735426
PPV,0.8333333333333334,0.9674418604651163
NPV,0.9038461538461539,0.9865168539325843
PR,0.559322033898305,0.32575757575757575
NR,0.4406779661016949,0.6742424242424242
FPR,0.18965517241379315,0.015695067264574036
FNR,0.08333333333333337,0.028037383177570097
EOpp0,0.1739601051492191,0.1739601051492191
EOpp1,0.055295950155763274,0.055295950155763274
EOdd,0.11866415499345573,0.11866415499345573
EOdd0,0.11866415499345584,0.11866415499345584
EOdd1,0.11866415499345573,0.11866415499345573
PQD,0.8817750766248396,0.8817750766248396
PQD(class),0.8817750766248396,0.8817750766248396
EPPV,0.8613782051282052,0.8613782051282052
ENPV,0.9161994042404066,0.9161994042404066
DPM(Positive),0.582415059687787,0.582415059687787
DPM(Negative),0.6535897924204913,0.6535897924204913
EOM(Positive),0.9431089743589743,0.9431089743589743
EOM(Negative),0.8232660435158276,0.8232660435158276
OverAllAcc,0.9627249357326478,0.9627249357326478
TOTALACC,0.864406779661017,0.9803030303030303
TOTALACCDIF,0.11589625064201337,0.11589625064201337
ACCDIF,0.11589625064201337,0.11589625064201337
