,0,1
AUROC,0.9630619279341907,0.9630619279341907
Threshold,1,1
sensitiveAttr,0,1
N_0,58,446
N_1,60,214
ACC,0.864406779661017,0.9818181818181818
TPR,0.9166666666666666,0.9719626168224299
TNR,0.8103448275862069,0.9865470852017937
PPV,0.8333333333333334,0.9719626168224299
NPV,0.9038461538461539,0.9865470852017937
PR,0.559322033898305,0.3242424242424242
NR,0.4406779661016949,0.6757575757575758
FPR,0.18965517241379315,0.013452914798206317
FNR,0.08333333333333337,0.028037383177570097
EOpp0,0.17620225761558683,0.17620225761558683
EOpp1,0.055295950155763274,0.055295950155763274
EOdd,0.12090630745982345,0.12090630745982345
EOdd0,0.12090630745982367,0.12090630745982367
EOdd1,0.12090630745982345,0.12090630745982345
PQD,0.8804143126177025,0.8804143126177025
PQD(class),0.8804143126177025,0.8804143126177025
EPPV,0.8573717948717949,0.8573717948717949
ENPV,0.9161713286713287,0.9161713286713287
DPM(Positive),0.5797061524334252,0.5797061524334252
DPM(Negative),0.6521243444554229,0.6521243444554229
EOM(Positive),0.9431089743589743,0.9431089743589743
EOM(Negative),0.8213949843260188,0.8213949843260188
OverAllAcc,0.9640102827763496,0.9640102827763496
TOTALACC,0.864406779661017,0.9818181818181818
TOTALACCDIF,0.11741140215716483,0.11741140215716483
ACCDIF,0.11741140215716483,0.11741140215716483
