,0,1
AUROC,0.9610778009500638,0.9610778009500638
Threshold,1,1
sensitiveAttr,0,1
N_0,58,446
N_1,60,214
ACC,0.8559322033898306,0.9803030303030303
TPR,0.9166666666666666,0.9719626168224299
TNR,0.7931034482758621,0.984304932735426
PPV,0.8208955223880597,0.9674418604651163
NPV,0.9019607843137255,0.9865168539325843
PR,0.5677966101694916,0.32575757575757575
NR,0.4322033898305085,0.6742424242424242
FPR,0.2068965517241379,0.015695067264574036
FNR,0.08333333333333337,0.028037383177570097
EOpp0,0.19120148445956386,0.19120148445956386
EOpp1,0.055295950155763274,0.055295950155763274
EOdd,0.13590553430380048,0.13590553430380048
EOdd0,0.1359055343038006,0.1359055343038006
EOdd1,0.13590553430380048,0.13590553430380048
PQD,0.8731302229324391,0.8731302229324391
PQD(class),0.8731302229324391,0.8731302229324391
EPPV,0.8485218140068886,0.8485218140068886
ENPV,0.9142882665594712,0.9142882665594712
DPM(Positive),0.5737222976028945,0.5737222976028945
DPM(Negative),0.6410207579508665,0.6410207579508665
EOM(Positive),0.9431089743589743,0.9431089743589743
EOM(Negative),0.8057497447176185,0.8057497447176185
OverAllAcc,0.961439588688946,0.961439588688946
TOTALACC,0.8559322033898306,0.9803030303030303
TOTALACCDIF,0.12437082691319978,0.12437082691319978
ACCDIF,0.12437082691319978,0.12437082691319978
