,0,1
AUROC,0.934791070629221,0.934791070629221
Threshold,1,1
sensitiveAttr,0,1
N_0,184,335
N_1,75,222
ACC,0.9227799227799228,0.947935368043088
TPR,0.8933333333333333,0.9234234234234234
TNR,0.9347826086956522,0.9641791044776119
PPV,0.8481012658227848,0.9447004608294931
NPV,0.9555555555555556,0.95
PR,0.305019305019305,0.3895870736086176
NR,0.694980694980695,0.6104129263913824
FPR,0.06521739130434778,0.035820895522388096
FNR,0.10666666666666669,0.07657657657657657
EOpp0,0.029396495781959686,0.029396495781959686
EOpp1,0.030090090090090116,0.030090090090090116
EOdd,0.0006935943081304297,0.0006935943081304297
EOdd0,0.0006935943081303186,0.0006935943081303186
EOdd1,0.0006935943081304297,0.0006935943081304297
PQD,0.973462910962911,0.973462910962911
PQD(class),0.973462910962911,0.973462910962911
EPPV,0.8977462179685087,0.8977462179685087
ENPV,0.9941860465116278,0.9941860465116278
DPM(Positive),0.7829297368467875,0.7829297368467875
DPM(Negative),0.8783163774187114,0.8783163774187114
EOM(Positive),0.9674146341463414,0.9674146341463414
EOM(Negative),0.969511374343788,0.969511374343788
OverAllAcc,0.9399509803921569,0.9399509803921569
TOTALACC,0.9227799227799228,0.947935368043088
TOTALACCDIF,0.025155445263165155,0.025155445263165155
ACCDIF,0.025155445263165155,0.025155445263165155
